ID,Credit Amount,Is Male,Age in Years,Repay Delay Sep,Repay Delay Aug,Repay Delay Jul,Prior Pay Sep,Prior Pay Aug,Prior Pay Jul,Defaulted,Graduate School,Is Married,Prior Pay Total,Repay Delay Total
9598,180000,False,41,0,0,0,6411,6000,5000,False,0,True,31111,0
9599,340000,True,33,0,0,0,10300,9461,22676,False,1,False,92556,0
9600,480000,False,29,1,0,0,0,0,0,False,1,False,0,1
9601,80000,False,30,1,0,0,0,0,0,False,0,False,0,1
9602,140000,False,24,0,0,0,1633,1600,800,False,0,False,26724,0
9603,180000,False,30,0,0,0,5000,3500,1000,False,0,False,12420,0
9604,30000,False,30,0,0,2,3000,0,4000,False,0,False,12750,2
9605,290000,True,55,0,0,2,2482,0,1000,True,1,False,8482,2
9606,110000,False,45,0,0,0,5000,5000,5000,False,0,False,35000,0
9607,60000,True,25,0,0,0,11000,2000,3000,False,1,False,23000,0
9608,80000,False,35,0,2,0,0,3723,891,False,1,True,9659,2
9609,110000,True,25,0,0,0,2621,2123,1952,False,1,False,10964,0
9610,20000,True,42,1,2,0,0,1300,810,True,0,True,4710,3
9611,150000,True,31,0,0,0,5914,2378,5019,False,0,False,27572,0
9612,240000,False,44,0,0,0,11511,4670,17480,False,0,True,48189,0
9613,400000,True,44,0,0,0,6838,2159,1000,False,1,True,15005,0
9615,330000,True,39,0,0,0,12350,12780,9400,False,1,False,74340,0
9616,30000,True,29,0,0,0,390,390,1438,False,0,False,3806,0
9617,100000,True,55,2,0,0,435,285,0,False,0,True,2760,2
9618,140000,True,37,0,0,0,291,291,291,False,1,False,1896,0
9619,50000,True,33,0,0,0,1618,1647,1050,False,0,False,4315,0
9620,310000,True,37,0,0,0,0,0,0,True,1,False,0,0
9621,160000,False,49,0,0,0,6339,3338,3090,False,0,True,26964,0
9622,110000,False,25,0,0,0,0,4000,2100,False,1,False,11100,0
9623,20000,True,45,0,0,0,0,390,390,False,0,True,1560,0
9624,30000,False,23,0,0,0,913,10773,916,False,0,False,16393,0
9625,50000,True,47,1,0,0,835,226,0,False,0,True,1061,1
9626,20000,True,24,0,0,0,1500,1264,2000,True,0,False,7764,4
9627,220000,False,36,0,0,0,923,945,1471,False,1,False,43086,0
9629,150000,False,34,1,0,0,0,0,0,True,1,False,13956,3
9630,50000,False,53,0,0,0,36396,1662,1471,False,0,True,41654,0
9631,100000,False,32,2,0,0,4620,4700,3900,False,1,True,28820,4
9634,50000,False,27,0,0,0,2367,1606,1198,False,0,False,6864,0
9635,240000,False,34,0,0,0,0,0,0,False,1,False,0,0
9636,230000,True,24,0,0,0,4000,3500,6000,False,0,False,19300,2
9637,90000,False,28,0,0,0,5000,3158,2600,False,0,False,35758,2
9638,20000,False,22,0,0,2,2300,0,102,False,0,False,3902,2
9639,70000,False,25,0,0,0,4500,2783,25000,False,0,False,41283,2
9640,260000,True,29,0,0,0,17000,6000,5000,False,1,False,63500,0
9641,20000,False,35,1,2,0,0,1000,0,True,0,False,1000,3
9642,150000,False,29,0,0,0,5000,5000,5000,False,0,False,30000,0
9643,200000,False,51,0,0,0,7657,4814,3921,False,0,False,35757,0
9644,50000,True,57,0,0,0,1814,1816,2201,False,1,False,7961,0
9645,210000,True,39,0,0,0,1443,1443,1443,False,0,True,8658,0
9646,360000,True,27,0,0,0,5702,1395,8531,False,1,False,15628,0
9648,170000,False,35,0,0,0,1315,1200,10342,False,0,False,54024,0
9649,500000,False,32,0,0,0,7000,7000,8000,False,0,False,46876,0
9650,80000,True,31,0,0,0,1800,2000,2000,False,0,False,14300,0
9652,100000,True,26,0,0,0,2326,2000,1300,False,0,False,6341,0
9653,300000,False,26,0,0,0,316,316,316,False,0,True,2046,0
9654,200000,False,49,0,0,2,10000,0,20000,False,0,True,46520,2
9655,190000,True,30,0,0,0,1698,478,10035,False,1,False,52259,0
9656,30000,False,43,0,0,0,1481,1400,307,False,0,True,5572,0
9657,230000,False,58,1,0,0,0,3000,1800,False,0,True,37912,1
9658,80000,True,46,0,0,0,2000,2490,1522,False,1,True,9060,0
9659,280000,False,36,1,0,0,0,0,428,False,1,False,428,1
9660,140000,False,29,1,2,0,17,5547,3242,False,1,False,20034,3
9663,20000,True,51,0,0,0,1297,1309,822,False,0,True,5668,0
9664,230000,False,30,0,0,0,5619,5838,7,False,0,True,66441,0
9665,20000,True,23,0,0,2,4183,0,281,True,0,False,4464,2
9666,360000,False,27,0,0,0,1800,1800,1000,True,1,False,7255,2
9667,60000,False,24,0,0,0,2664,2800,2400,False,1,False,14358,0
9668,20000,False,48,0,0,0,1562,2301,0,True,0,False,5856,2
9670,380000,True,39,0,0,0,4107,2517,716,False,0,True,8523,0
9671,160000,True,27,1,0,0,0,0,5580,False,1,False,8520,1
9674,320000,True,39,0,0,0,17634,21000,1140,False,1,True,42404,0
9675,180000,True,31,0,0,0,860,1000,0,True,1,True,4080,0
9676,50000,True,42,0,0,0,2113,1949,685,False,0,False,6833,0
9678,360000,False,38,1,0,0,1502,15369,200,False,0,False,17071,1
9679,80000,False,23,0,0,0,4500,1973,3000,False,0,False,19773,0
9680,50000,True,41,0,0,0,5017,1103,0,False,0,True,6120,0
9681,200000,False,37,2,0,0,8000,9000,8000,False,0,False,49700,2
9682,460000,False,36,0,0,0,36570,52937,1006,False,1,False,94844,0
9683,130000,False,23,0,0,0,3000,3000,3000,False,0,False,16500,0
9684,440000,True,29,0,0,0,18887,12076,10042,False,0,False,72085,0
9686,20000,True,39,0,0,0,8389,5000,3450,False,0,False,59170,0
9687,60000,False,24,0,0,0,2100,3000,2500,False,0,False,17400,0
9688,210000,False,38,0,0,0,8000,10000,8000,False,0,False,51000,0
9689,100000,False,46,0,0,0,3000,5000,7000,False,0,False,30700,0
9690,240000,True,46,0,0,0,0,0,0,False,1,True,0,0
9691,280000,False,43,0,0,0,7000,7000,6200,False,0,False,40700,0
9693,360000,True,35,0,0,0,24,2505,0,True,1,False,3834,0
9694,210000,False,36,0,0,0,6549,4500,2407,False,0,False,33356,0
9696,20000,False,23,0,0,0,2000,5000,6000,False,0,False,15067,0
9698,100000,False,39,0,0,0,2617,2098,1916,False,0,True,11449,0
9699,50000,True,29,0,0,0,0,0,0,False,0,False,0,0
9701,270000,False,31,0,0,0,0,0,2786,False,1,False,7472,0
9702,50000,False,24,0,0,0,390,390,780,False,0,False,1560,0
9703,80000,False,35,0,0,0,1206,1131,322,False,0,True,4752,0
9704,10000,False,29,0,0,0,1508,3098,3400,False,1,False,13528,0
9705,190000,False,34,0,0,0,300,0,0,False,0,True,2352,0
9706,50000,True,27,0,0,2,4100,0,1723,False,1,False,14203,4
9708,150000,True,49,0,0,0,2985,2700,5000,True,0,False,19052,0
9709,510000,True,30,0,0,0,0,0,0,False,0,False,1769,0
9710,110000,False,24,0,0,0,1352,1867,36986,False,0,False,71205,0
9711,150000,False,58,0,0,0,2277,4066,1665,False,1,True,9230,0
9712,50000,False,54,0,0,0,2020,3128,1000,False,0,True,8079,0
9713,50000,False,23,0,0,0,10122,10028,5000,False,0,False,25156,0
9714,360000,False,29,1,0,2,1244,2,416,False,0,True,3094,3
9716,210000,False,26,1,2,2,4500,0,4302,False,1,False,22296,5
9717,370000,True,28,0,0,0,10001,10000,10000,False,0,False,53370,0
9718,360000,False,33,0,0,0,0,0,1672,False,0,True,3438,0
9719,50000,False,31,0,0,2,3855,0,1694,True,0,True,13162,4
9721,170000,False,35,0,0,0,1512,2800,21881,False,1,True,33503,0
9722,70000,True,26,0,0,0,3517,3700,71270,True,0,False,87487,0
9724,230000,True,42,0,0,0,3292,2755,2270,False,0,True,14999,0
9725,50000,True,38,0,0,0,0,0,0,False,1,True,0,0
9726,200000,True,41,0,0,0,0,5462,0,False,1,True,11254,0
9727,140000,True,30,0,0,0,326,326,326,True,0,False,1956,0
9728,120000,False,33,0,0,0,6300,6100,4600,False,0,False,31800,0
9729,280000,False,46,0,0,0,5201,3615,1963,False,0,False,15316,0
9730,300000,False,29,0,0,0,9511,8933,14357,False,1,False,71825,0
9733,20000,True,24,2,0,0,2000,1300,390,True,1,False,14478,2
9734,120000,True,41,0,0,0,1690,2562,1392,False,0,True,9923,0
9735,290000,False,37,0,0,0,3148,501,0,False,0,True,3649,0
9736,60000,True,32,0,0,0,1505,1599,900,False,0,True,9504,2
9737,110000,False,29,0,0,0,3000,2000,2049,False,1,False,11049,0
9738,50000,False,43,0,0,0,1862,1077,1000,False,0,True,6939,0
9739,630000,True,32,0,0,0,1138,1000,1000,False,1,False,77724,0
9740,30000,True,28,0,0,0,1800,1400,4000,False,1,False,10331,2
9741,50000,True,33,0,0,0,2479,2412,1162,False,0,False,9674,0
9742,60000,True,42,0,0,0,2000,2000,1000,False,0,True,11001,0
9743,150000,True,27,0,0,0,38018,1203,41,False,0,False,84258,0
9744,10000,True,24,0,0,0,8327,1200,342,False,0,False,10861,0
9745,20000,True,27,0,0,0,1360,1206,256,False,0,False,2894,0
9746,80000,True,32,0,0,0,1414,83402,4000,False,0,False,97403,0
9747,160000,False,52,0,0,0,3000,2700,2700,False,0,False,16500,0
9748,100000,True,43,0,0,0,5088,3098,5010,False,0,False,23265,0
9749,90000,False,34,0,0,2,4000,0,1312,False,0,True,10464,2
9750,50000,False,60,0,0,2,3577,1042,0,False,0,False,8076,4
9751,170000,True,30,0,0,0,4337,6000,5000,False,1,False,30235,0
9752,240000,False,32,0,0,0,9420,16290,8998,False,1,False,70924,0
9753,80000,False,25,0,0,0,1921,13454,1807,False,0,False,30319,0
9754,80000,False,30,0,0,0,3500,3500,3000,False,1,False,19000,0
9755,360000,False,37,0,0,0,0,0,0,False,0,True,474,0
9757,60000,True,49,0,0,0,38709,1609,661,False,0,False,47635,0
9758,110000,True,27,0,0,0,15753,5379,5467,False,0,False,36092,0
9759,160000,False,28,0,0,0,7900,7000,5600,False,1,False,39600,0
9760,200000,False,45,0,0,0,2230,5029,5463,True,0,True,14052,0
9761,280000,False,29,0,0,0,10004,3066,3171,False,0,True,25561,0
9763,90000,False,26,0,0,0,7380,0,0,True,1,False,10927,0
9766,400000,False,32,0,0,0,0,1000,8070,False,1,True,12285,0
9767,360000,True,49,1,0,0,633,1030,321,False,1,True,15706,1
9768,150000,True,50,0,0,0,4161,2971,3151,False,0,True,17473,0
9769,50000,False,61,1,2,0,0,2200,3600,True,0,False,9288,5
9771,100000,False,37,1,2,0,10,650,324,True,0,False,6517,3
9772,310000,False,30,0,0,0,1489,4415,1084,False,1,True,12019,0
9773,120000,True,39,1,0,2,1170,0,0,False,0,False,1170,5
9774,90000,False,44,0,0,0,8238,3200,3000,False,0,True,27438,0
9775,150000,False,36,0,0,0,14528,11322,14042,False,1,True,62982,0
9776,50000,True,42,0,0,0,1690,1620,900,False,0,True,7410,0
9777,210000,True,53,0,0,0,5983,9331,11008,False,1,True,33673,0
9778,300000,False,42,0,0,0,1500,11516,0,False,0,False,20016,0
9779,110000,False,33,2,0,0,4000,10090,2100,True,0,True,25190,2
9780,150000,False,25,0,0,0,5196,3171,3699,False,1,False,82341,0
9781,210000,True,42,0,0,0,1315,6867,2271,False,1,True,13405,0
9783,240000,False,42,0,0,0,0,316,632,False,0,True,2212,0
9784,120000,True,34,0,0,0,856,856,856,False,0,False,6944,0
9785,80000,False,24,0,0,0,4038,3199,914,False,1,False,19374,0
9786,80000,False,25,1,2,0,0,2000,2444,True,0,False,8444,5
9787,360000,True,32,0,0,0,3234,7021,6,False,1,True,10268,0
9789,290000,True,36,2,0,0,330,652,0,False,0,True,13615,2
9791,60000,True,23,0,0,2,3258,0,0,False,0,False,33308,4
9792,200000,False,60,1,0,0,0,0,0,True,0,True,0,1
9793,150000,False,28,0,0,0,5008,5000,2499,False,0,True,20735,0
9796,250000,True,40,0,0,0,7000,3000,2000,True,0,True,23500,0
9797,20000,True,40,0,0,0,1500,1500,1000,False,0,False,7000,0
9798,370000,False,34,0,0,0,10000,7014,6000,False,1,False,39014,0
9799,20000,False,23,1,2,0,0,1000,100,True,1,False,3914,3
9800,120000,False,23,0,0,0,1000,1200,200,True,0,False,20247,0
9801,50000,True,23,0,0,0,1300,1162,1000,False,0,False,6462,0
9802,190000,False,27,0,0,0,2000,2000,1500,True,1,False,9602,0
9804,240000,False,42,1,2,0,0,14782,0,False,0,True,19544,3
9805,150000,True,32,0,0,0,7000,3000,3000,False,0,False,28000,0
9806,180000,False,35,0,0,0,1500,2000,1000,False,0,True,13500,0
9807,180000,True,36,0,0,0,6600,6000,6000,False,0,False,35600,0
9808,70000,True,31,0,0,0,0,0,0,False,1,False,0,0
9809,230000,False,32,0,0,0,28200,720,1344,False,1,False,43323,0
9810,360000,True,27,0,0,0,4041,2310,1300,False,1,False,9079,0
9811,120000,False,33,0,0,0,2522,2559,2000,False,0,False,14381,2
9813,110000,True,32,0,0,0,3851,3021,1649,False,0,True,13698,2
9814,100000,False,53,0,0,0,1607,1385,971,False,0,True,6775,0
9815,90000,True,26,1,2,2,3006,99,1500,False,1,False,9320,5
9817,50000,False,53,0,0,0,1139,1002,13359,False,0,False,16726,2
9818,180000,False,28,1,0,0,0,0,0,False,1,True,0,1
9819,50000,True,41,0,0,0,10000,3012,1000,False,0,True,15012,0
9820,20000,False,26,0,0,0,1300,1563,1000,False,0,False,7163,0
9823,20000,True,49,0,0,0,1200,160,20394,False,0,False,37207,0
9824,50000,False,48,0,0,0,390,390,390,True,0,True,1950,0
9825,210000,True,46,0,0,0,1828,765,0,False,0,True,2593,0
9826,490000,True,51,0,0,0,17143,742,0,False,0,True,28785,2
9827,280000,False,28,1,0,0,5072,4900,0,True,1,False,73481,1
9828,200000,False,54,0,0,0,1948,3635,1362,False,0,False,6945,0
9829,100000,False,24,1,0,0,670,0,0,True,0,False,1297,1
9830,250000,True,56,0,0,0,0,775,0,False,1,False,2509,0
9831,240000,True,54,0,0,0,64461,11680,0,False,0,False,94786,2
9832,80000,False,26,0,0,0,3000,2200,1730,False,0,True,14230,0
9834,30000,False,41,0,0,0,18393,7501,11216,False,0,True,51497,0
9835,180000,False,42,0,0,0,8000,3653,32,False,1,False,12691,0
9836,80000,False,32,0,0,0,2500,2500,5100,False,1,False,18200,4
9840,50000,False,52,0,0,0,2000,1300,1000,False,0,True,7300,0
9841,230000,False,23,0,0,2,2203,0,0,True,0,False,2983,4
9842,340000,True,41,0,0,0,2431,595,1193,True,1,True,37709,0
9844,270000,False,45,0,0,0,15000,5000,5000,False,0,True,36500,0
9845,50000,False,36,0,0,0,45135,34539,7000,False,1,False,92674,0
9846,130000,False,43,0,0,0,5000,3000,2500,False,0,True,19600,2
9848,360000,True,46,0,0,0,3005,3024,4004,True,1,True,19073,0
9849,500000,True,27,0,0,0,6662,12105,8610,False,0,False,37671,0
9850,100000,False,25,0,0,0,1600,2000,1000,False,1,False,7100,0
9851,270000,False,50,0,0,0,2500,2000,2000,False,0,True,12500,0
9852,100000,True,52,0,0,0,2211,81565,2625,True,0,True,96032,0
9853,20000,False,25,0,0,0,2000,2000,1000,False,0,False,15000,0
9854,50000,False,45,0,0,0,3144,3878,3000,False,0,True,16309,0
9855,200000,False,32,0,0,0,1173,912,1140,False,0,False,3826,0
9856,170000,True,44,1,2,0,2000,2000,3057,True,1,True,16057,3
9857,20000,False,28,2,0,0,2000,8568,19000,True,1,False,51368,2
9859,260000,False,38,0,0,0,0,0,0,False,1,False,0,0
9860,200000,False,28,0,0,0,0,0,0,False,1,True,0,0
9861,190000,False,25,0,0,0,7500,16027,9000,False,1,False,60666,0
9863,170000,False,30,0,0,2,5144,0,1508,False,0,False,10907,2
9864,290000,False,47,0,0,0,11900,11000,7900,False,1,False,52750,0
9865,60000,False,25,0,0,0,2000,2000,1000,False,1,False,9505,0
9866,100000,False,50,0,0,0,2000,2000,2680,True,0,True,15541,2
9867,130000,False,44,0,2,2,0,0,948,False,0,True,1580,4
9868,360000,True,40,0,0,0,3455,3168,1469,False,1,True,11374,0
9869,30000,False,38,3,2,0,0,1100,0,False,0,True,2030,5
9870,20000,True,28,0,0,0,2000,2000,2000,True,0,False,12000,0
9872,130000,False,43,0,0,0,5000,2000,2000,False,0,False,15000,0
9873,50000,False,23,0,0,0,1748,1408,1000,False,0,False,7156,0
9874,110000,True,48,0,0,0,5700,5000,2700,False,0,True,22301,0
9875,80000,False,25,0,0,0,3000,2454,2059,False,1,False,13718,0
9876,150000,False,34,0,0,0,1801,1139,2246,False,0,True,11403,0
9877,80000,False,29,1,2,2,2600,0,2200,False,0,True,12028,5
9879,170000,False,35,0,0,0,861,3761,1495,False,1,False,18669,0
9880,60000,False,26,0,0,0,1815,1760,1100,False,1,False,8027,0
9882,470000,True,29,0,0,0,3106,5017,3007,False,0,False,25300,0
9883,70000,False,47,1,0,0,3107,48323,0,False,0,True,59434,3
9884,280000,False,41,0,0,0,2718,2741,1630,False,0,True,12366,0
9885,210000,False,26,0,0,0,1624,0,0,False,1,False,1936,0
9886,300000,True,30,0,0,0,1500,5000,3500,False,1,False,47500,0
9887,140000,False,42,0,0,0,5530,6600,5100,False,0,True,33250,0
9889,160000,False,38,0,0,0,5416,4002,8565,False,0,True,27485,4
9890,50000,False,45,1,0,0,0,0,0,False,0,True,0,1
9891,50000,True,42,0,0,0,22660,1300,519,False,1,False,26040,0
9892,50000,True,32,0,0,0,1613,1484,3675,False,0,True,9176,0
9894,90000,True,53,0,0,0,2400,1582,770,False,1,True,7788,0
9896,70000,True,36,0,0,0,5000,3000,3000,False,1,False,28000,0
9897,360000,True,33,0,0,0,2139,10580,110,False,0,False,21672,0
9898,200000,False,34,1,0,0,9814,0,4379,True,0,True,14193,1
9899,250000,False,42,0,0,0,11400,13600,3274,False,1,True,66984,0
9900,360000,False,34,0,0,0,8000,8000,8000,False,0,False,47540,0
9901,20000,False,39,1,2,0,0,1300,717,False,0,True,6017,3
9904,200000,True,36,1,0,0,0,0,0,False,0,False,0,1
9905,30000,False,38,0,0,0,3700,718,1500,True,0,False,22775,0
9906,500000,False,39,1,0,0,0,0,0,False,1,False,0,1
9907,280000,False,45,0,0,0,10000,10000,36432,False,0,True,95012,0
9908,200000,False,42,0,0,0,0,2521,6935,False,0,True,14732,0
9909,360000,False,35,1,0,0,0,0,3602,False,0,True,5273,1
9911,60000,True,30,0,0,0,2148,2303,2669,False,0,False,10452,0
9912,110000,True,42,0,0,0,3678,1948,1285,False,0,True,70620,0
9913,200000,False,44,0,0,0,4000,3000,4000,False,0,True,21000,0
9914,70000,False,39,2,0,0,3700,3700,1300,False,0,False,12300,2
9916,20000,False,24,0,0,0,0,0,0,False,1,False,0,0
9917,220000,False,27,0,0,0,1031,3077,7500,False,1,False,45666,0
9918,180000,True,40,1,2,0,1000,4052,2293,False,0,True,14150,3
9919,100000,True,53,2,0,0,2500,2400,1845,True,0,True,11645,2
9920,200000,False,41,0,0,0,5189,2394,15648,False,1,True,23231,0
9922,400000,False,38,0,0,0,123,123,0,False,1,True,595,0
9924,60000,True,22,0,0,0,2051,1653,680,False,0,False,6477,0
9925,210000,False,37,0,0,0,1335,3056,213,False,0,True,12362,0
9926,200000,True,32,0,0,0,3000,1000,1000,False,1,True,7152,0
9927,50000,False,29,0,0,0,0,0,0,False,1,False,2900,0
9928,300000,False,38,0,0,0,0,200,0,True,1,False,1826,4
9929,510000,False,48,0,0,0,19121,9922,8600,False,1,True,50320,0
9930,160000,False,32,1,0,0,0,0,0,False,1,False,0,1
9931,50000,False,36,0,0,0,1909,1726,991,False,0,True,18421,0
9934,410000,True,31,0,0,0,0,4120,0,True,1,False,11526,0
9935,50000,False,25,0,0,0,3941,1432,1000,True,0,True,10813,0
9936,50000,True,38,0,0,0,1500,1155,368,False,0,True,4251,0
9937,50000,True,48,0,0,0,1310,1500,500,False,0,True,4510,0
9938,70000,False,29,0,0,2,2000,0,4170,False,0,False,9170,2
9939,120000,True,25,0,0,0,4622,3384,2589,False,0,False,17355,0
9940,170000,True,30,0,0,0,832,632,200,False,0,True,3062,0
9942,30000,False,22,0,0,2,3500,0,3500,False,0,False,8303,2
9943,10000,False,40,1,0,0,1912,1200,1000,False,0,True,6112,1
9944,160000,False,33,0,0,0,8113,6395,10000,False,0,True,42294,0
9945,20000,True,33,0,0,0,1340,3177,0,False,0,False,7485,2
9946,250000,False,35,0,0,0,0,26267,532,False,1,False,45592,0
9948,180000,False,29,0,0,0,5200,3045,3500,False,1,False,19165,0
9949,240000,False,34,0,0,0,3502,4099,3500,True,0,False,19677,0
9952,280000,False,24,0,0,0,11943,0,5470,True,0,False,17413,0
9954,130000,False,54,0,0,0,2900,2564,2368,False,0,True,10548,0
9955,70000,True,29,1,2,0,5,2910,1000,True,1,False,27515,3
9956,180000,False,32,0,2,0,0,7667,0,False,0,True,12317,2
9957,320000,True,46,0,0,0,12253,3290,11465,False,1,True,39498,0
9959,280000,False,33,1,0,0,0,0,0,False,0,False,37333,1
9960,80000,False,50,0,0,0,2000,2992,2984,False,0,False,16960,0
9961,140000,False,27,0,0,0,5200,6000,5500,False,0,False,32800,0
9962,180000,True,27,0,0,0,7000,8021,6315,False,0,True,40185,0
9964,420000,False,29,0,0,0,23004,20002,7096,False,1,False,83440,0
9965,200000,False,29,0,0,0,1060,1000,66,True,1,False,72403,0
9966,140000,False,25,0,0,0,5000,5000,3000,False,1,False,20000,0
9967,170000,False,33,0,0,0,7354,7464,6127,False,0,False,43595,0
9968,30000,False,24,0,0,0,3000,2620,0,False,0,False,9620,2
9969,50000,False,26,1,0,0,0,0,6954,False,1,False,8954,1
9970,150000,False,45,0,0,0,3575,3647,3678,False,1,True,22480,0
9971,30000,True,30,0,0,0,3000,1000,206,True,0,False,4206,0
9972,50000,True,38,0,0,0,3000,3000,5000,False,0,False,17200,0
9973,300000,False,39,0,0,0,1,0,0,True,1,False,2775,0
9974,80000,False,34,0,0,0,1834,2124,0,False,0,False,3958,0
9975,50000,False,27,0,0,0,5014,5000,5000,False,1,False,30014,0
9976,110000,False,41,0,0,0,4000,4000,3530,False,0,True,24530,0
9977,110000,False,32,1,0,0,1670,10200,0,False,1,False,11870,1
9979,200000,True,46,0,0,0,396,396,396,False,0,False,2376,0
9981,230000,True,30,0,0,0,8000,5016,5000,False,1,False,33216,0
9982,210000,False,44,0,0,0,70,24259,780,False,1,True,34922,0
9983,30000,False,54,0,0,0,3366,890,2662,False,0,True,14460,0
9984,130000,False,41,0,0,0,3500,2389,2368,False,0,True,16928,0
9985,130000,True,37,1,0,0,0,3500,0,False,0,False,3500,1
9986,480000,False,27,0,0,0,3001,5000,500,False,1,False,30800,0
9987,160000,False,37,0,0,0,5902,9128,2412,False,1,True,26692,0
9988,10000,True,27,0,0,0,1400,1000,1009,False,1,False,6007,0
9989,360000,False,33,0,0,0,1118,1227,1541,False,0,False,6055,0
9990,260000,False,28,0,0,0,9388,5000,10000,False,0,True,68486,0
9991,330000,False,45,0,0,0,2000,2500,1309,False,0,True,10135,0
9992,30000,False,47,1,2,2,0,0,0,True,0,True,0,5
9993,80000,True,31,2,0,0,3271,0,0,True,0,True,3271,2
9994,120000,False,29,0,0,0,3179,5463,0,True,0,True,11419,0
9995,170000,True,30,0,0,0,1000,0,193,True,0,False,1590,0
9996,140000,False,31,1,0,0,241,0,0,False,1,False,1660,1
9997,80000,False,37,0,0,0,0,0,0,False,0,False,0,0
9998,200000,True,44,0,0,0,6437,5000,10000,False,0,True,62734,0
9999,80000,False,26,0,2,2,0,0,0,True,0,False,0,4
10000,230000,True,36,0,0,0,3000,3000,3000,False,0,True,18000,0
10001,260000,False,40,0,0,0,0,0,0,False,1,True,0,0
10002,50000,False,28,0,0,0,0,390,390,False,0,False,3435,0
10003,340000,True,35,1,0,0,0,0,0,False,0,True,0,1
10004,50000,True,39,0,0,0,2146,3927,1234,False,1,False,11757,0
10005,200000,False,45,1,0,0,1937,0,1768,False,0,False,9869,1
10006,280000,False,36,0,0,0,3224,2965,2987,False,0,False,19141,0
10007,170000,True,35,0,0,0,5935,6040,4000,False,0,False,28295,2
10009,360000,False,48,1,0,0,3700,0,0,True,1,True,3700,1
10010,30000,False,23,0,0,0,12037,10038,8057,True,1,False,43611,0
10011,150000,False,26,1,0,0,340,380,462,False,0,False,1551,1
10012,50000,True,29,0,0,0,4000,0,6000,False,0,False,17000,0
10013,40000,False,35,0,0,0,10000,5000,5000,False,1,False,37096,0
10014,30000,True,58,0,0,0,390,1170,0,False,0,False,1560,0
10015,140000,False,35,0,0,0,3000,2000,2000,False,1,True,15161,0
10016,150000,True,30,0,0,0,5964,6588,24677,False,0,False,47905,0
10017,150000,False,37,0,0,0,7000,7000,5000,False,0,False,29500,0
10018,360000,False,47,1,2,0,0,14148,11500,False,1,False,36472,5
10019,170000,True,43,0,0,0,3602,3903,2265,False,0,False,16722,0
10020,50000,True,26,0,0,0,1769,1996,1800,True,1,False,11654,2
10021,260000,False,43,0,0,0,0,2552,2236,False,1,True,7288,0
10023,210000,False,41,0,0,0,2164,106,0,False,0,True,2270,0
10025,170000,True,46,0,0,0,4300,3314,3050,True,0,True,20724,0
10026,50000,False,24,0,0,0,2200,1889,1510,True,0,False,10699,0
10027,50000,False,32,0,0,0,8442,2000,1200,False,0,True,15342,2
10028,280000,False,33,0,0,0,5631,5549,0,False,0,False,33126,0
10029,430000,True,42,0,0,0,2035,1587,1161,False,0,False,8327,0
10031,310000,False,32,0,0,0,27778,5649,9141,False,1,False,50545,0
10032,120000,True,41,0,0,0,0,416,1248,False,1,True,2080,0
10033,200000,True,27,0,0,0,2035,1577,2424,True,0,False,35437,0
10034,500000,False,41,0,0,0,15183,11727,8986,False,0,False,64179,0
10036,190000,True,26,0,0,0,9000,6500,3500,False,1,False,29900,0
10037,340000,False,37,0,0,0,20047,9126,9481,False,0,True,68545,0
10038,390000,False,30,0,0,0,8738,6545,6601,False,0,False,38684,0
10039,90000,False,31,0,0,2,5003,0,1000,False,1,False,14905,2
10040,200000,False,27,0,0,0,7000,10000,11000,False,0,True,45043,4
10041,230000,False,43,0,0,0,0,200,43998,False,1,True,83450,0
10044,50000,True,50,0,0,0,1129,1289,303,False,0,True,3827,0
10045,200000,False,44,1,0,0,0,0,0,False,1,True,0,1
10046,50000,False,39,0,0,0,2000,2000,1000,False,0,True,11000,0
10047,130000,True,31,0,0,0,1500,1500,1000,True,0,False,9000,0
10048,260000,True,46,0,0,0,1500,1000,1000,False,0,True,6693,0
10049,80000,False,28,0,2,0,60,8721,3589,False,1,True,35661,2
10050,20000,True,30,1,0,0,3000,0,780,False,0,False,3780,1
10051,160000,False,27,0,0,0,3000,3000,3000,False,0,True,18000,0
10052,70000,False,24,0,0,0,3136,2076,2243,False,0,False,58513,0
10053,70000,True,26,0,0,0,2735,2726,311,False,1,False,11115,0
10055,30000,True,26,1,0,0,780,0,8000,False,1,False,8780,1
10056,240000,False,35,0,0,0,5118,5015,5000,False,1,False,32459,0
10057,40000,False,43,0,0,0,1939,1399,806,False,0,True,5264,0
10058,510000,False,61,0,0,2,17000,0,6508,False,0,True,86508,2
10059,20000,False,23,1,2,0,0,1400,352,False,0,False,4391,3
10060,80000,True,26,0,0,0,2850,0,0,False,0,False,2850,0
10061,10000,False,37,0,0,0,0,0,0,False,1,True,0,0
10062,50000,False,61,0,0,0,2220,2943,0,False,0,True,8766,2
10063,200000,True,31,1,2,2,3019,6,991,False,0,True,8358,5
10064,140000,True,59,0,0,0,6193,6200,10000,False,0,True,32393,2
10065,60000,True,28,0,0,0,4000,1353,27826,True,0,False,39382,0
10066,100000,True,27,0,0,0,1120,1000,0,True,1,False,3358,0
10067,30000,False,34,2,2,0,0,1750,1025,False,0,True,6375,4
10068,500000,True,42,0,0,0,0,157,2029,False,0,True,2835,0
10069,420000,False,31,0,0,0,1862,2010,1700,False,0,False,10030,0
10071,360000,False,56,0,0,0,7690,0,0,False,1,True,14080,0
