,Credit Amount,Repay Delay Sep,Repay Delay Aug,Repay Delay Jul,Prior Pay Sep,Prior Pay Aug,Prior Pay Jul,Graduate School,Is Married,Prior Pay Total,Repay Delay Total,Defaulted
16309,230000,0,0,0,2138,5756,4303,0,True,27686,0,False
19563,180000,0,0,0,1703,3697,21330,0,True,47423,0,False
31668,380000,0,0,0,14057,13226,12854,0,True,74667,0,True
38052,210000,0,1,0,147,574,361,0,False,2166,1,True
30153,100000,1,1,0,465,2169,0,0,False,3821,2,True
27900,100000,0,0,2,656,0,0,0,False,1460,4,True
18351,170000,0,0,0,17920,2863,0,1,False,22801,0,False
20792,120000,0,0,0,1565,3194,1200,0,True,12475,0,False
17936,420000,0,0,0,2267,2034,1500,0,False,10302,0,False
7081,250000,0,0,0,3800,3000,4500,0,False,25300,0,False
13569,100000,0,0,0,3200,3400,3700,1,True,19100,0,False
13648,50000,0,0,0,2536,2454,1588,0,False,8834,0,False
29808,170000,0,0,0,17621,24460,986,0,False,46064,0,True
23442,80000,0,0,0,5225,5091,3528,1,False,20584,0,False
6213,500000,1,0,2,3678,6,1162,1,False,6994,3,False
40450,100000,0,0,0,817,1432,107,0,False,5569,0,True
33204,20000,2,0,0,1298,1368,1191,0,True,5634,2,True
18408,360000,0,0,0,5964,1340,1650,0,False,58778,0,False
39941,30000,1,2,0,0,1797,1451,0,False,6614,3,True
23118,140000,0,0,2,8000,0,3500,1,False,20400,4,False
8081,210000,0,0,0,5983,9331,11008,1,True,33673,0,False
33369,410593,0,0,0,14703,5147,1153,0,True,41737,0,True
10350,230000,0,0,0,5000,5000,5000,0,False,26000,0,False
16147,240000,0,0,0,7830,8231,8332,1,True,49109,0,False
2065,260000,0,0,0,399,399,399,1,False,2394,0,True
40308,210000,1,0,0,0,0,0,0,True,0,2,True
36409,20000,0,0,0,1296,1332,919,0,False,5969,0,True
38379,360000,0,0,0,0,0,0,1,True,0,0,True
20488,280000,0,0,0,5000,4000,8000,1,False,45000,0,False
7486,140000,0,0,0,0,0,0,0,False,0,0,False
10028,230000,0,0,0,1800,1500,1500,0,True,9800,0,False
25920,50000,0,0,0,2113,2027,1980,0,False,12050,0,True
4126,100000,0,0,0,3000,2746,3156,0,True,11902,0,False
10502,30000,0,0,0,5000,1000,326,0,False,6618,0,False
33842,160000,0,0,0,4554,228,0,0,False,5661,0,True
37154,210000,1,0,0,0,0,0,0,False,0,1,True
21620,50000,0,0,0,6000,3120,4300,0,True,16420,0,False
2032,80000,0,0,0,1144,1000,109,1,False,2397,0,False
23434,80000,0,0,0,10200,4000,10000,1,True,94506,0,False
5893,220000,0,0,0,2000,4000,3000,1,True,30000,0,False
26821,260000,0,0,0,6928,6215,4290,0,True,28376,0,True
40439,50000,0,0,0,2166,5250,1917,0,False,15665,0,True
4527,180000,2,2,0,0,2100,200,0,False,2300,4,True
18905,230000,0,0,0,7105,1762,1228,0,False,29583,0,False
9494,10000,1,2,0,0,2000,430,0,False,2430,3,True
19967,320000,0,0,0,4984,4121,4012,1,False,14715,0,False
25830,180000,0,0,2,2593,0,1045,1,False,4071,2,True
25081,80000,0,0,0,179,286,17206,0,False,26199,0,True
23795,90000,0,0,0,8150,0,0,0,False,17843,0,False
5298,50000,0,0,0,4324,1861,0,1,False,12686,0,False
25317,360000,0,0,0,0,0,0,0,False,4227,0,True
23296,120000,0,0,0,5020,5000,1000,1,True,14014,0,False
10777,130000,0,0,0,390,390,390,0,True,2340,0,True
39616,120000,0,0,0,3761,2974,2483,0,False,18747,0,True
33452,100000,0,0,1,9066,162,2527,0,False,19913,2,True
29512,20000,1,0,0,0,0,0,0,False,0,1,True
36291,120000,1,1,0,392,3360,2088,0,False,11376,3,True
9557,320000,0,0,0,21903,10832,9244,1,True,88121,0,False
10082,440000,0,0,0,4949,6020,0,1,False,22787,0,False
23781,160000,0,0,0,3518,3015,2128,0,True,14134,0,False
40022,300000,0,0,0,1408,2452,11200,0,False,30643,0,True
40369,20000,1,0,0,310,310,310,0,True,2352,1,True
22188,290000,0,0,0,8000,10000,5000,1,False,38700,0,False
8591,450000,0,0,0,0,419,0,1,True,6573,0,False
30530,154474,1,0,0,2657,3210,7078,0,False,81264,1,True
32330,60000,0,0,0,2845,2393,2108,0,True,10964,0,True
18550,200000,1,2,0,341,8024,5000,0,True,28186,3,False
35659,150000,1,0,0,0,0,0,1,True,0,1,True
25025,20000,0,0,0,1328,1240,1218,0,False,6384,0,True
26141,50000,1,0,0,1955,2066,2283,0,True,7229,1,True
8504,220000,0,0,0,5068,5000,2000,1,True,19068,0,False
35177,100000,0,1,0,272,673,469,0,False,6155,1,True
4568,200000,0,0,0,2505,5268,996,1,False,20355,0,False
4260,250000,0,0,0,17381,4063,6018,1,False,50285,0,False
1555,300000,0,0,0,1110,12192,300,1,True,18247,0,False
18448,330000,0,0,0,10037,10109,10053,0,False,58215,0,False
4003,90000,0,0,0,75000,5000,4300,1,False,93500,0,False
25184,190000,0,0,0,4869,2261,4304,0,False,23566,1,True
14488,400000,0,0,0,8,1274,19143,1,True,25488,0,False
3208,30000,1,0,0,0,0,0,0,True,0,1,True
9361,290000,0,0,0,6891,980,4059,0,False,20938,0,False
5995,30000,0,0,0,390,780,0,0,False,1950,0,False
36385,50000,1,0,0,0,676,463,0,False,7521,1,True
19672,20000,0,0,0,1331,1675,1327,1,False,6693,0,True
20266,420000,0,0,0,4816,4128,3147,0,False,20245,0,False
30302,180000,1,0,0,0,0,0,0,False,0,1,True
38062,20000,0,0,0,0,0,0,0,True,0,0,True
24727,90000,0,0,0,1500,1500,1500,0,True,8200,0,True
9511,100000,0,0,0,3000,2028,3354,0,True,18010,0,False
5682,100000,0,0,0,2000,2000,1700,1,False,10400,0,False
31020,260000,1,0,0,4815,6933,455,0,True,22065,2,True
25075,180000,0,0,0,1284,1263,164,1,True,4745,0,True
21201,20000,0,0,2,3000,0,1311,0,False,6446,2,False
8745,90000,0,0,0,4054,4444,1420,1,False,15926,0,False
27497,429637,0,0,0,10590,10434,9080,1,False,56204,0,True
11540,200000,0,0,0,2742,3000,2018,1,False,21094,0,False
16072,110000,1,0,0,0,0,0,1,False,0,1,False
28972,230000,0,0,1,3383,1103,134,1,False,5282,1,True
23881,210000,0,0,0,20033,10000,5012,1,True,48428,0,False
14224,30000,0,0,0,18243,11500,0,0,True,33920,2,False
1174,60000,0,0,0,3000,3800,3300,1,False,15100,0,False
19347,30000,0,0,0,3000,3000,2000,0,True,16304,0,False
17235,80000,2,0,0,3000,4005,2500,0,False,24505,4,True
33778,200000,0,0,0,0,2161,0,0,False,2804,0,True
38220,180000,1,0,0,213,845,659,1,False,7174,1,True
13672,360000,2,0,0,428,5306,0,1,False,23591,4,False
7136,350000,0,0,0,9503,9015,7511,0,False,48412,0,False
9453,30000,0,0,0,1820,1730,1154,0,True,8004,0,False
4405,130000,0,0,0,0,0,0,0,False,0,0,False
22460,50000,0,0,0,1500,1371,2000,0,False,8871,0,True
8549,50000,0,0,0,2187,1700,2000,0,False,39250,0,False
23948,390000,0,0,0,11100,13163,8349,0,True,54504,0,False
30622,50000,0,0,0,1582,2834,0,0,False,7624,2,True
7885,160000,0,0,0,861,354,1,0,False,2170,0,False
1322,150000,0,2,2,0,2772,0,0,True,10046,4,False
13344,400000,0,0,0,8657,2190,12881,1,False,28318,0,False
381,230000,0,0,0,7536,7277,7100,1,True,42822,0,True
8113,50000,0,0,0,1139,1002,13359,0,False,16726,2,False
14446,80000,0,0,2,4500,0,2000,0,False,16000,4,False
3783,220000,0,0,0,3000,3000,1000,1,True,10500,0,False
1900,230000,0,0,0,17402,20013,346,1,True,55761,0,True
29377,70000,1,0,0,2430,2069,1792,0,False,12169,1,True
29200,210000,0,0,0,3362,7769,689,0,False,28733,1,True
38326,210000,1,0,0,995,163,569,0,False,4521,1,True
8458,50000,0,0,0,628,4050,0,1,False,9786,0,False
33169,50000,0,0,0,1924,2193,2000,0,False,11785,0,True
23479,260000,0,0,0,869,6574,3551,0,True,15741,0,False
15393,200000,0,0,0,6002,3008,2006,0,False,15603,0,False
4828,200000,1,0,0,0,0,0,1,True,0,1,True
11615,70000,0,0,0,390,772,8,0,False,2939,0,False
16970,170000,0,0,0,5800,6520,5700,1,False,31320,0,False
8954,220000,0,0,0,9000,7500,4500,0,False,34000,0,False
20301,410000,0,0,0,18612,8944,7,1,True,57128,2,False
7395,200000,0,0,0,2837,5892,2267,0,False,22675,0,False
21313,120000,0,0,0,1500,1509,1522,1,True,8060,0,False
16213,370000,0,0,0,7094,8500,6983,0,True,43227,0,False
5911,60000,0,0,0,5273,30000,11776,1,False,49349,0,False
22005,50000,0,0,0,2500,2505,2531,0,False,11066,0,False
4116,50000,0,0,0,1479,2000,2000,1,False,13539,0,False
27856,353344,0,0,0,13377,11069,7670,0,False,52289,0,True
2695,50000,0,0,0,2900,1035,500,0,True,5353,0,False
10852,260000,0,0,0,20000,2000,2000,1,True,38000,2,False
29581,21953,0,0,0,20936,1770,482,0,False,23592,4,True
29997,50000,0,0,0,2061,1737,1549,0,False,8348,0,True
6375,50000,0,0,0,2000,2000,1000,1,False,8000,0,False
21887,80000,0,0,0,3200,3002,2202,0,True,14404,0,False
21050,70000,1,2,0,10,2200,2100,0,False,9996,3,False
27502,416484,0,0,0,1044,9046,12622,1,False,87285,0,True
38782,80000,1,0,0,3260,2869,3374,0,False,14979,1,True
38864,50000,0,0,0,16699,19491,9070,0,False,49210,0,True
21900,80000,0,0,0,2799,3300,3600,0,False,14541,0,True
25004,80000,0,0,0,0,0,0,0,False,0,0,True
5715,230000,0,0,0,4317,1421,10452,0,False,76619,0,False
9145,360000,0,0,0,1034,3397,1156,1,False,9031,0,False
5374,170000,0,0,0,1848,0,0,0,True,14983,0,True
40196,200000,0,0,0,4881,5786,5835,0,False,33751,0,True
23154,50000,0,0,0,1100,1000,0,0,True,2100,0,True
30688,20000,1,0,0,1549,1267,1587,0,False,7512,4,True
29965,20000,0,0,0,0,0,0,0,True,0,0,True
31732,20000,0,0,0,0,88,88,0,False,1338,0,True
11347,100000,0,0,0,3504,3500,3800,0,False,21904,2,True
9631,410000,0,0,0,4357,10513,9137,1,False,75658,0,False
39310,60000,2,0,0,2791,2642,2122,0,False,10176,2,True
31975,360000,1,0,0,0,0,0,0,False,0,1,True
16181,320000,0,0,0,5057,4606,5800,0,True,24662,0,False
8414,120000,1,0,0,1000,0,0,1,False,3550,3,False
643,20000,0,0,0,1174,1149,501,0,True,4145,0,False
5393,200000,0,0,0,9363,11119,9473,0,False,74366,0,False
5236,20000,2,0,0,1500,1600,580,0,False,5980,4,True
33471,250000,0,0,0,890,3575,2760,0,True,14755,0,True
24575,90000,0,0,0,2100,0,0,0,True,2100,0,False
19126,80000,0,0,0,20000,5000,3000,0,True,39000,0,False
13164,50000,0,0,0,2400,0,0,0,True,2400,0,False
28619,167232,0,0,0,6671,5194,10282,0,False,42272,0,True
15889,350000,0,0,0,6000,5900,5800,1,False,31300,0,False
6134,20000,0,0,0,1286,3900,1000,1,True,8586,0,True
7739,360000,0,0,0,6781,7226,5032,0,False,54399,0,False
28844,150000,0,0,1,7280,1045,4000,0,False,22595,1,True
20456,330000,0,0,0,8000,6000,5600,0,True,37600,0,True
11794,50000,0,0,0,10000,1659,6546,1,False,51821,0,False
30820,390000,0,0,0,0,0,0,0,False,3919,0,True
24232,30000,0,0,0,1183,11500,2000,0,False,14683,0,False
665,230000,0,0,0,0,0,0,1,False,0,0,False
33875,20000,1,0,0,2949,1521,583,0,False,14326,1,True
18032,280000,0,0,0,4308,0,1265,1,False,11323,0,False
30856,20000,0,1,0,0,881,188,0,False,3745,1,True
35196,50000,1,2,0,0,2007,1987,0,False,10997,3,True
15181,200000,0,0,0,10010,10000,7000,1,False,44510,0,False
30305,20000,1,2,0,0,1596,2572,0,False,4693,3,True
6166,80000,0,0,0,5000,5000,5000,0,True,24100,0,False
19061,160000,0,0,0,1473,8404,8875,0,False,33929,0,False
9544,420000,0,0,0,3391,3427,2909,1,False,18266,0,False
3444,200000,0,0,0,326,326,326,0,True,1956,0,True
3795,50000,0,0,0,1500,3000,1000,0,False,7504,0,False
582,50000,0,0,0,1500,2000,1500,1,False,8100,0,True
22863,30000,0,0,0,1100,1300,1200,0,True,4361,0,False
13379,160000,0,0,0,6960,6882,6307,1,True,30805,0,False
34007,180000,0,0,0,2804,2359,2099,0,False,16615,0,True
12086,10000,2,0,0,2001,1801,0,0,False,9002,4,True
23131,180000,0,0,0,0,0,0,0,False,0,0,False
380,170000,1,0,0,0,1991,0,0,False,2755,1,False
36189,50000,2,0,0,2071,2092,1299,0,False,6775,2,True
2885,150000,0,0,0,2730,500,2727,1,False,6669,0,False
40099,70000,0,0,0,2730,2441,2734,0,False,15490,0,True
11336,80000,0,0,0,216,7741,500,0,True,30957,0,False
30311,140000,0,0,0,455,735,451,0,True,3096,0,True
39372,90000,1,0,1,611,168,611,0,True,2340,2,True
20584,220000,0,0,0,1525,3470,1771,0,True,11850,0,False
4607,10000,1,0,0,4475,2000,2000,0,False,13255,1,False
1463,70000,0,0,0,2000,2000,2000,0,False,12500,0,False
30294,446896,0,1,0,4686,14687,14000,1,False,78437,2,True
7125,140000,0,0,0,4000,4000,3000,0,True,25658,0,False
19254,70000,0,0,0,2431,3112,3000,0,True,16035,0,False
33014,90000,0,0,0,6474,0,425,0,False,10280,0,True
28720,30000,0,0,0,1303,1238,619,0,True,10642,0,True
11691,50000,2,0,0,2025,2062,2016,0,True,27513,2,True
8026,50000,0,0,0,2020,3128,1000,0,True,8079,0,False
17065,420000,0,0,0,14274,8232,2853,1,True,66385,0,False
11501,50000,0,0,0,2055,1000,523,0,True,24220,0,False
3927,320000,0,0,0,5000,792,1176,0,False,47076,0,False
37853,258873,0,0,0,9895,9013,10780,0,False,52815,0,True
26529,386804,0,0,0,3210,4479,2524,1,False,83797,0,True
17306,360000,0,0,0,316,4919,1000,0,False,10054,0,False
6105,330000,0,0,0,1586,0,0,1,False,3174,0,True
31651,283971,0,0,0,10588,10587,10664,0,True,60006,0,True
2143,30000,1,2,2,1000,150,0,0,False,1150,5,False
20909,20000,0,0,0,2000,1700,1300,1,False,7409,0,False
25670,20000,0,0,0,1659,1435,1221,0,False,7698,2,True
38716,50000,1,2,0,0,1491,1251,0,False,7705,3,True
28281,50000,0,0,0,3145,2095,2399,0,False,28776,0,True
15422,150000,1,0,0,0,0,0,0,True,2410,1,False
20122,100000,0,0,0,5000,5000,1127,1,False,28270,2,False
35458,160000,0,0,0,869,1302,0,0,True,2676,0,True
37365,90000,1,0,0,0,0,0,0,False,0,1,True
15510,390000,0,0,0,10000,0,0,1,False,10000,0,False
1262,360000,0,0,0,686,6041,1560,0,True,8562,0,False
22497,230000,0,0,0,4114,2566,6286,1,True,17478,0,False
33158,110000,0,0,0,4291,0,0,1,False,4849,1,True
36790,20000,1,0,0,1608,1561,700,0,True,6124,1,True
35228,137648,0,0,0,5270,5264,3202,0,False,50412,0,True
33807,360000,0,0,0,0,44,230,0,False,530,0,True
31341,30000,2,0,0,1409,1365,995,0,True,6742,2,True
31489,100000,1,0,0,0,0,0,0,True,0,1,True
29576,30000,0,0,0,1006,0,0,0,False,1006,0,True
21239,60000,0,0,0,3000,3400,2300,0,False,12600,0,False
35345,20000,1,0,0,1468,1592,590,0,False,6000,3,True
2863,50000,0,0,0,2000,1435,1149,0,True,7780,0,False
33371,50000,0,0,0,2216,459,0,0,True,2675,0,True
6877,100000,0,0,0,3013,4031,3012,0,True,20964,0,False
40695,151064,0,0,0,1361,12921,13843,0,True,48633,0,True
30248,60000,2,0,0,1686,1787,1775,0,False,7322,2,True
23894,380000,0,0,0,8000,8009,7000,1,False,48009,0,False
23723,500000,0,0,0,3032,3200,1946,1,False,16040,0,False
9032,260000,0,0,0,13011,5000,5000,0,True,36326,0,False
10433,30000,2,2,0,0,1300,5000,0,True,10155,4,True
11520,100000,1,0,0,0,1531,4886,0,False,8216,1,False
24698,80000,3,2,0,0,2968,1867,0,False,5298,5,True
29048,90000,1,1,0,3409,4105,4649,0,False,24977,3,True
26981,150000,0,0,0,1880,73,514,0,False,2468,2,True
36956,20000,0,0,1,2801,132,16526,0,False,20169,2,True
21229,320000,2,2,0,0,0,0,1,True,0,4,True
32661,240000,2,1,0,1090,910,2064,0,False,4756,3,True
2836,210000,0,0,0,5929,3272,4362,0,False,21903,0,False
33861,120000,1,0,0,3008,1777,2756,0,False,15259,3,True
34861,50000,1,2,0,0,1806,1468,0,False,6911,3,True
4165,50000,0,0,0,1800,1700,1585,0,True,10685,0,False
40454,210000,0,0,0,261,1616,5701,0,True,14720,1,True
16901,140000,0,0,0,3200,4000,4003,1,False,23212,0,False
37474,50000,1,0,0,2014,2011,1000,0,False,9028,3,True
36742,140000,0,0,0,6282,6475,6261,0,False,34056,0,True
20264,410000,0,0,0,3762,1557,13000,1,False,43216,4,True
16194,200000,0,0,0,1866,1762,1827,0,True,65310,0,False
22363,230000,0,0,0,2000,2000,2000,0,False,9562,0,True
22463,80000,0,0,0,3000,3000,3000,1,False,15000,0,False
2185,390000,0,0,0,15007,10529,10000,1,False,40901,0,False
21397,200000,0,0,0,2394,3000,3000,1,False,16179,0,False
12652,150000,0,0,0,5530,4100,3150,0,True,19549,0,False
22779,70000,0,0,0,3200,3202,2989,0,True,12714,0,True
9673,30000,0,0,0,4200,1000,0,0,False,5200,0,False
2905,150000,0,0,0,6000,0,0,1,False,6000,0,False
20289,80000,0,0,0,2000,1771,1715,1,True,18183,0,False
6604,70000,0,0,0,1400,1415,915,0,False,6615,0,False
5791,420000,0,0,0,3363,13591,1026,1,False,32385,0,False
25444,100000,0,0,0,4384,6595,2272,0,True,19680,0,True
11981,30000,0,0,0,1000,1000,0,1,False,2000,0,False
35158,280000,1,1,0,186,1547,1580,0,True,5350,3,True
2946,180000,0,0,0,3206,10696,1291,1,False,30847,0,False
11140,200000,0,0,0,0,0,0,1,True,0,0,True
68,400000,0,0,2,10700,3,3050,0,True,22753,2,False
8335,290000,0,2,0,0,2467,200,0,False,20667,2,False
24770,100000,0,0,0,3440,4615,4839,0,True,23137,0,True
32067,500000,0,0,2,4754,7,586,0,True,12864,4,True
516,360000,1,0,0,0,0,0,0,True,4977,1,False
25227,50000,2,2,0,0,1837,1757,0,False,7168,4,True
20516,450000,1,2,0,0,14062,14700,1,True,76914,3,True
32655,20000,0,0,2,2214,0,0,0,False,3360,2,True
28899,20000,1,0,0,1611,1561,700,0,True,6128,1,True
21856,50000,0,0,0,2035,1650,0,0,True,14085,0,False
5407,230000,0,0,2,3500,700,0,1,False,4200,2,True
37607,20000,0,0,0,1423,1517,1331,0,True,10557,0,True
7528,20000,0,0,0,1500,1600,347,0,False,4156,0,True
8151,60000,0,0,0,2000,2000,1000,1,False,9505,0,False
17322,120000,0,0,0,326,326,326,0,True,1956,0,False
19837,80000,0,0,0,600,600,100,1,False,5134,0,False
13486,260000,1,0,0,1853,108,0,1,True,7545,1,False
31696,50000,0,1,0,683,1785,904,0,False,42131,1,True
16841,30000,0,0,0,2000,3700,0,0,False,9527,2,False
12723,50000,0,0,0,1500,1600,1498,0,True,9825,0,False
20561,80000,0,0,0,3093,8000,3000,1,False,24093,0,False
36847,210000,0,0,0,611,334,334,0,False,2284,0,True
19038,50000,0,0,0,38710,5000,0,0,False,53710,2,False
17563,110000,0,0,0,2000,2000,3000,0,False,13000,0,True
10725,100000,0,0,2,3000,0,0,0,True,6230,2,False
25570,20000,0,0,2,4333,0,179,0,False,4848,3,True
40096,50000,0,0,0,1907,1923,1719,0,False,12018,0,True
35335,30000,1,2,0,0,1628,1443,0,False,6625,3,True
33584,120000,1,0,0,0,0,0,0,True,0,1,True
16831,210000,0,0,0,6000,8000,5556,1,False,34872,0,False
38315,290000,0,0,0,1666,2127,5199,1,False,27830,0,True
6136,70000,0,0,0,1850,0,0,0,True,1850,0,True
36541,360000,1,0,0,0,0,0,0,False,0,1,True
13994,50000,0,0,0,1905,1801,1468,0,False,8495,0,False
2762,280000,0,0,0,348,4399,18,1,True,4765,0,False
27558,20000,0,1,0,1482,1653,866,0,False,5558,1,True
19610,170000,0,0,0,5800,6500,5000,0,False,25800,0,False
10578,50000,0,0,0,1810,1614,700,0,True,6869,2,False
16454,300000,0,0,0,1520,2000,1452,0,True,6965,0,False
23965,200000,0,0,0,1443,2583,2189,0,False,33033,0,False
39674,20000,0,1,1,1300,146,1471,0,False,6658,4,True
38678,120000,0,0,0,0,0,0,0,True,0,0,True
39491,50000,0,0,0,1605,1698,1498,0,False,7436,2,True
33739,240000,0,0,0,1474,1474,1474,0,True,7986,0,True
40697,20000,0,0,0,0,0,0,0,False,0,0,True
3064,20000,0,0,0,1800,2800,0,1,False,6500,0,True
14208,360000,0,0,0,0,145,744,0,False,1028,0,True
28186,100000,1,0,0,4076,3253,2915,0,False,17801,1,True
27664,200000,0,0,0,106,952,7791,0,False,10711,0,True
13922,370000,0,0,0,9661,9599,8683,0,False,96970,0,False
12609,430000,0,0,0,909,5319,757,0,True,13288,0,False
9486,500000,0,0,0,9666,7488,8370,1,True,61870,0,False
659,30000,1,2,2,1800,0,928,0,False,5836,5,False
36644,390000,0,0,0,0,0,0,0,True,3220,0,True
29818,50000,0,0,0,1168,1200,352,0,False,3857,0,True
22340,150000,0,0,0,2116,2549,2406,0,False,12837,0,False
37010,160000,1,1,0,0,4051,3407,0,False,21624,2,True
36934,360000,0,0,0,10746,8398,8879,0,False,56816,0,True
6044,130000,0,0,0,3500,3022,2000,0,True,14522,0,False
12334,70000,0,0,0,2566,2775,2381,0,True,15782,0,False
24443,230000,0,0,0,2000,2263,2000,0,True,12263,0,False
33984,100000,2,0,0,3780,5969,3860,0,False,38834,2,True
22953,260000,0,0,0,5033,5046,4573,1,False,26452,0,False
9166,50000,0,0,0,1500,2000,1000,0,False,5499,0,False
39498,70000,0,0,0,1514,1938,1061,0,False,8292,2,True
2323,50000,1,0,0,0,0,0,1,False,0,1,True
39345,30000,0,0,0,1876,1482,1476,0,True,11765,0,True
28475,300000,0,0,0,0,0,829,0,False,5631,1,True
3696,140000,0,0,0,5820,4920,3600,0,True,25542,0,False
27783,80000,0,0,0,3019,3013,4958,0,False,23031,0,True
39367,20000,0,0,0,1570,1442,1198,0,False,4720,0,True
25804,20000,0,0,0,2951,1225,0,0,False,6655,1,True
5609,300000,0,0,0,3894,2783,3575,0,True,13377,0,False
15554,100000,0,0,0,2500,1941,2000,1,False,12712,0,False
9382,20000,0,0,0,1204,1200,10000,0,False,23542,0,False
10347,280000,0,0,0,0,0,0,0,False,0,0,False
12260,210000,0,0,0,1508,1409,1549,0,True,9391,0,False
31287,456052,1,0,0,3083,1291,4081,1,False,25874,1,True
8558,260000,0,0,0,500,400,400,0,True,2384,0,False
22120,120000,0,0,2,3580,0,3822,0,True,8663,2,False
22660,30000,0,0,0,1750,2000,1240,0,True,7290,0,True
18556,420000,0,0,0,15500,17000,13541,1,False,71000,0,False
8062,80000,0,0,0,1921,13454,1807,0,False,30319,0,False
37855,30000,1,0,0,1470,1800,1135,1,False,8757,1,True
24099,50000,0,0,2,5000,2000,0,0,False,15300,4,False
13505,20000,1,2,0,0,1800,1600,0,False,3800,3,False
24597,210000,0,0,0,326,326,326,1,False,1956,0,False
22577,120000,0,0,0,2816,1021,2321,0,True,13006,0,False
25614,360000,0,0,0,2207,2573,897,1,False,12064,0,True
29737,70000,0,0,0,2500,2891,2555,0,False,13613,0,True
3743,280000,0,0,0,18685,15038,23084,1,False,97808,0,False
27733,50000,0,0,1,6574,2343,311,0,False,14174,3,True
40575,50000,0,0,0,1945,1787,1412,0,False,9142,0,True
1740,260000,0,0,0,5007,5003,5004,0,True,26911,0,False
6171,120000,0,0,0,5000,4251,6000,0,True,41424,0,False
22249,170000,0,0,0,6000,7000,7000,0,True,42000,0,False
23693,60000,0,0,0,7587,8028,8127,1,False,34444,0,False
19916,70000,0,0,0,2507,3024,2122,0,False,56112,0,False
35386,20000,1,2,0,0,1284,832,0,False,6046,3,True
835,360000,1,0,0,0,0,0,1,False,0,1,True
15086,160000,0,0,0,3010,3000,2000,0,False,11010,0,False
3454,140000,0,0,2,3200,1500,1800,1,False,11500,2,True
23308,50000,0,0,0,2000,2400,3000,0,True,25287,0,False
15549,50000,0,0,0,2059,2100,2100,1,False,12859,0,False
7384,360000,0,0,0,3492,3452,1912,1,False,14876,0,False
29055,180000,0,0,0,1581,2152,1109,0,False,9292,0,True
20224,100000,0,0,0,0,0,0,0,False,4060,0,False
18183,120000,0,0,0,3000,2500,3100,0,True,16900,0,False
3508,30000,0,0,0,2100,1500,600,1,False,4800,0,False
16529,130000,0,0,0,5298,2606,0,0,True,7904,0,False
40448,260000,0,1,0,226,9960,10995,0,True,24100,3,True
6901,320000,0,0,0,41679,8344,8275,0,True,86914,0,False
10840,300000,0,0,0,1033,1000,0,1,False,86727,0,False
20861,120000,0,0,0,1929,1682,1682,0,False,10331,0,False
19777,160000,0,0,0,2593,2000,1604,0,False,21349,0,False
32761,90000,0,0,0,2956,3000,2217,0,False,15694,0,True
31385,80000,2,2,0,0,3782,2756,0,False,12263,4,True
30078,90000,0,0,0,3013,3134,2505,0,False,15147,0,True
27227,60000,0,0,0,1825,2094,2239,0,True,12838,1,True
26591,100000,2,0,0,3928,3344,2646,0,False,17828,2,True
37125,10000,0,0,0,0,58,81,0,False,3059,0,True
12605,170000,0,0,0,4200,4300,4400,0,False,26918,0,True
15618,80000,0,0,0,3000,2500,1800,0,True,13100,0,True
29615,110000,0,0,1,6961,15,2052,0,False,15895,1,True
36188,140000,1,0,0,518,948,518,0,True,4188,2,True
16669,130000,0,0,0,2000,3000,3000,0,True,17000,0,False
38240,100000,0,0,0,4089,3622,3733,0,False,21173,0,True
38914,60000,0,0,0,1433,1500,1542,0,False,7530,0,True
12274,20000,1,2,0,0,1000,200,0,False,1200,3,True
1816,190000,0,0,0,10000,10000,10000,0,True,71000,0,False
31367,400000,0,0,0,646,1606,205,0,False,21178,0,True
852,150000,0,0,0,5000,4000,5000,0,False,59880,0,False
19906,110000,0,0,0,5000,4000,4000,1,False,33000,0,False
20647,400000,0,0,0,10700,47000,1500,1,True,59200,0,False
16433,90000,0,0,0,1808,1657,1000,1,False,12558,0,True
2425,310000,0,0,0,0,0,0,0,True,0,0,False
9680,450000,0,0,0,3000,3000,2000,1,True,20710,0,False
29855,50000,0,1,0,0,538,700,0,True,2681,3,True
31887,360000,0,0,0,13796,7876,6990,0,False,54048,0,True
35072,50000,0,0,0,2370,1507,1056,0,False,9578,0,True
7945,400000,0,0,0,6838,2159,1000,1,True,15005,0,False
14973,30000,0,0,0,2867,2000,2000,0,True,9720,2,False
21001,80000,0,0,0,5000,3500,3000,0,False,22500,0,False
803,500000,0,0,0,20007,20026,20020,1,True,95096,0,False
36376,80000,0,0,0,2966,2825,2585,0,True,16677,0,True
12347,30000,0,0,2,4600,0,1060,0,False,8635,2,False
33724,90000,0,0,0,1955,1796,1148,0,False,12680,0,True
7633,180000,0,0,0,5000,3340,500,0,False,11256,0,False
18767,50000,1,0,0,0,0,0,1,False,0,1,True
21232,90000,0,0,0,1405,56388,112,0,True,66884,2,True
29938,90000,0,0,0,3312,3275,3156,0,False,25775,1,True
31294,60000,0,0,0,1478,1595,1542,0,False,9117,0,True
10421,60000,0,0,0,7662,1269,1908,0,False,12566,0,False
33256,20000,0,0,0,1297,1332,633,0,False,5143,0,True
23645,150000,0,0,0,2000,3000,1500,1,False,12676,0,False
36845,360000,0,0,0,0,0,0,0,True,0,0,True
23088,90000,1,0,0,0,0,0,0,False,0,1,False
24220,60000,0,0,0,2000,3000,2000,1,False,15000,0,False
33001,100000,1,2,0,0,3851,2989,0,True,14815,3,True
